Order Date	Order ID.1	Order ID.2	Customer Name.1	Customer Name.2	Segment	Country	City	Location	Product ID.1	Product ID.2	Product ID.3	Category	Product Name	Sales	Quantity	CompanyName	Expiry Date
01/05/2020	JS	678471	Nebyat	Abaalom	Home Office	Kenya	Nairobi	Site	OFF	BI	10003527	Courses	Graphic Design	22750	13	null	null
01/05/2020	EJ	344580	Faraj	Essa	Home Office	Pakistan	Lahore	Site	OFF	PA	10001457	Courses	Graphic Design	45500	26	null	null
01/05/2020	FG	140385	Hikmah	Maalouf	Consumer	Pakistan	Lahore	Site	OFF	PA	10003309	Diploma	Social Media Diploma	1899.99	1	null	null
01/05/2020	UX	601091	Shareefa	Totah	Corporate	Kuwait	Kuwait City	Site	OFF	AP	10003842	Award	Microsoft Office Award	3000	2	Pro-Care Garden Maintenance	null
01/05/2020	KJ	650360	Zakiyyah	Malouf	Home Office	Pakistan	Lahore	Site	OFF	BI	10000315	Courses	Graphic Design	10500	6	null	null
01/05/2020	UM	624233	Nebay	Samuel	Consumer	Kenya	Nairobi	Site	OFF	EN	10003845	Diploma	Social Media Diploma	1899.99	1	null	null
01/05/2021	WF	489059	Abaalom	Haylom	Consumer	Kenya	Nairobi	Site	FUR	FU	10004845	Courses	Microsoft Powerpoint	299	1	null	null
01/05/2021	SF	390825	Dominic	Jackson	Consumer	United Kingdom	Liverpool	Hub	OFF	PA	10001846	Diploma	Social Media Diploma	1899.99	1	null	null
01/05/2021	TJ	901890	Rahmah	Tuma	Corporate	Kuwait	Kuwait City	Site	OFF	PA	10000062	Courses	Executive Assistant Diploma	51987	13	World of Fun	null
01/05/2021	LH	874519	Mujahid	Shammas	Home Office	Pakistan	Lahore	Site	OFF	ST	10000642	Award	Microsoft Office Award	28500	19	null	null
01/05/2021	SL	530610	Nihal	Cham	Home Office	Pakistan	Lahore	Site	FUR	FU	10004306	Courses	ECDL	1875	3	null	null
01/05/2021	IY	170048	Louis	Shepherd	Consumer	United Kingdom	Warrington	Site	JXY	RA	96941496	Award	IT Support Award	1250	1	null	null
01/05/2021	UX	984750	Katie	Arnold	Home Office	United Kingdom	Warrington	Site	EHX	KY	37964327	Award	HR Award	43471	29	null	null
01/05/2021	RT	832929	Malak	Sarraf	Consumer	Pakistan	Lahore	Site	OFF	BI	10000088	Award	Microsoft Office Award	1500	1	null	null
01/05/2021	AJ	917887	Melissa	Pollard	Consumer	United Kingdom	Warrington	Site	FUR	TA	10001039	Courses	Social Media	400	1	null	null
01/05/2021	ST	408725	Mhret	Dahlak	Consumer	Kenya	Nairobi	Site	FUR	FU	10001918	Courses	Python	350	1	null	null
01/05/2021	YF	264710	Hagosa	Daniel	Consumer	Kenya	Nairobi	Site	XTS	FD	28639357	Award	HR Award	1499	1	null	null
01/05/2021	BJ	489579	Lunah	Boutros	Corporate	Pakistan	Lahore	Site	TEC	AC	10004510	Diploma	Social Media Diploma	5699.97	3	First Choice Yard Help	null
01/05/2021	QO	344274	Hatim	Isa	Consumer	Pakistan	Lahore	Site	FRW	QR	42826907	Courses	Microsoft Excel	399	1	null	null
01/05/2021	CZ	225909	Raawiya	Bahar	Consumer	Pakistan	Lahore	Site	TJV	JF	78923489	Courses	Graphic Design	1750	1	null	null
01/05/2021	PN	47113	Sofia	Alem	Home Office	Kenya	Nairobi	Site	AJN	IM	40360844	Courses	Graphic Design	24500	14	null	null
01/05/2021	SR	450901	Sabeeh	Abadi	Corporate	Pakistan	Lahore	Site	OFF	ST	10001963	Courses	Graphic Design	43750	25	Creative Wealth Management	null
01/05/2021	SG	646201	Awet	Efrem	Consumer	Kenya	Nairobi	Site	MHD	ES	26335004	Courses	ECDL	625	1	null	null
01/05/2021	RC	761996	Ziad	Totah	Corporate	Pakistan	Lahore	Site	TEC	PH	10002070	Diploma	HR Diploma	27200	17	Morrie Mages	null
01/05/2021	BU	516770	Asma'	Maalouf	Consumer	Pakistan	Lahore	Site	OFF	BI	10001658	Courses	Graphic Design	1750	1	null	null
01/05/2021	WB	652822	Simon	Tewelde	Consumer	Kenya	Nairobi	Site	OFF	AR	10003179	Award	Microsoft Office Award	1500	1	null	null
01/05/2021	VK	914388	Alice	Gould	Consumer	United Kingdom	Warrington	Site	OSE	OT	5116329	Courses	Graphic Design	1750	1	null	null
01/06/2020	XU	70654	Sulaiman	Masih	Corporate	Pakistan	Lahore	Site	TEC	PH	10004165	Diploma	Graphic Design Diploma	54000	30	Chi-Chi's	null
01/06/2020	BB	126114	Hamdi	Tuma	Consumer	Pakistan	Lahore	Site	OFF	ST	10001590	Diploma	Social Media Diploma	1899.99	1	null	null
01/06/2020	EZ	778899	Yasmin	Blackburn	Consumer	United Kingdom	Liverpool	Hub	TEC	AC	10001013	Diploma	Microsoft Office Diploma	2500	1	null	null
01/06/2020	TS	799594	Ijlal	Ganem	Home Office	Pakistan	Lahore	Site	FUR	FU	10003708	Courses	Python	10500	30	null	null
01/06/2020	OC	71297	Joel	Leach	Home Office	United Kingdom	Liverpool	Hub	FUR	FU	10004597	Courses	Python	6300	18	null	null
01/06/2020	FQ	929286	Mason	Murphy	Corporate	United Kingdom	Liverpool	Hub	OFF	BI	10000088	Courses	Graphic Design	49000	28	Kent's	null
01/06/2020	IS	349034	Jacob	Law	Consumer	United Kingdom	Liverpool	Hub	TEC	AC	10002253	Diploma	Microsoft Office Diploma	2500	1	null	null
01/06/2020	CW	951033	Ghaniyah	Bitar	Consumer	Pakistan	Lahore	Site	HJG	OW	1135992	Courses	ECDL	625	1	null	null
01/06/2020	AT	859681	Muminah	Koury	Home Office	Pakistan	Lahore	Site	OFF	ST	10002974	Courses	Graphic Design	5250	3	null	null
01/06/2021	KI	773507	Esam	Sabbagh	Corporate	Pakistan	Lahore	Site	OFF	PA	10000061	Award	HR Award	11992	8	MagnaSolution	null
01/06/2021	LB	883535	Namar	Basara	Corporate	Pakistan	Lahore	Site	OFF	PA	10003591	Courses	Graphic Design	40250	23	National Tea	null
01/06/2021	DD	876542	Nadhir	Malouf	Home Office	Pakistan	Lahore	Site	OFF	BI	10000829	Award	Microsoft Office Award	36000	24	null	null
01/06/2021	IN	183768	Elias	Yonas	Consumer	Kenya	Nairobi	Site	OFF	AP	10000026	Courses	Graphic Design	1750	1	null	null
01/06/2021	BQ	952887	Halim	Arian	Corporate	Pakistan	Lahore	Site	OFF	BI	10001460	Award	Microsoft Office Award	36000	24	Integra Investment Service	null
01/06/2021	YL	436662	Fikriyah	Mustafa	Consumer	Pakistan	Lahore	Site	TEC	PH	10002085	Diploma	Executive PA Diploma	4500	1	null	null
01/06/2021	CM	382108	Abdul-Rafi	Aswad	Home Office	Pakistan	Lahore	Site	OFF	PA	10000675	Award	Social Media Award	16800	14	null	null
01/06/2021	NA	879744	Feaven	Neftalem	Corporate	Kenya	Nairobi	Site	WOW	KI	14222555	Diploma	Executive PA Diploma	67500	15	Omni Realty	null
01/06/2021	FA	261585	Talah	Dagher	Corporate	Pakistan	Lahore	Site	FUR	BO	10001918	Courses	CompTIA	8985	15	Mikro Designs	null
01/06/2021	RO	656148	Nebyat	Mustafa	Home Office	Kenya	Nairobi	Site	OFF	AR	10001615	Diploma	HR Diploma	20800	13	null	null
01/06/2021	CN	283862	Juman	Maalouf	Corporate	Pakistan	Lahore	Site	TEC	AC	10000474	Diploma	Social Media Diploma	32299.83	17	Landskip Yard Service	null
01/06/2021	BQ	612087	Thawab	Sarkis	Consumer	Pakistan	Lahore	Site	OFF	AR	10003651	Award	Social Media Award	1200	1	null	null
01/07/2020	ZE	514547	Danielle	Barnes	Home Office	United Kingdom	Warrington	Site	TEC	PH	10002923	Diploma	HR Diploma	1600	1	null	null
01/07/2020	IX	346680	Nabighah	Asghar	Consumer	Pakistan	Lahore	Site	OFF	BI	10003460	Award	Microsoft Office Award	1500	1	null	null
01/07/2020	DB	857333	Millie	Wilkinson	Consumer	United Kingdom	Warrington	Site	OFF	SU	10004115	Award	Microsoft Office Award	1500	1	null	null
01/07/2020	QI	727973	Nasim	Boulos	Consumer	Pakistan	Lahore	Site	TEC	AC	10000023	Diploma	Microsoft Office Diploma	2500	1	null	null
01/07/2020	TZ	995532	Nouf	Handal	Home Office	Pakistan	Lahore	Site	OFF	BI	10004995	Courses	Graphic Design	22750	13	null	null
01/07/2020	LE	595560	Ariam	Awate	Home Office	Kenya	Nairobi	Site	TEC	AC	10000109	Diploma	Graphic Design Diploma	48600	27	null	null
01/07/2020	WO	378279	Tekle	Yemane	Home Office	Kenya	Nairobi	Site	OFF	AR	10001615	Diploma	Social Media Diploma	34199.82	18	null	null
01/07/2020	UI	776255	Mazin	Abadi	Corporate	Pakistan	Lahore	Site	OFF	ST	10000046	Award	Microsoft Office Award	16500	11	Circus World	null
01/07/2020	HC	353993	Rafid	Asfour	Corporate	Pakistan	Lahore	Site	TEC	AC	10000109	Diploma	HR Diploma	6400	4	Price Savers	null
01/07/2020	WF	695517	Mehari	Daniel	Home Office	Kenya	Nairobi	Site	OFF	BI	10001982	Diploma	Social Media Diploma	51299.73	27	null	null
01/07/2021	TF	31673	Badi'ah	Hajjar	Corporate	Pakistan	Lahore	Site	TEC	PH	10001580	Diploma	Graphic Design Diploma	45000	25	Complete Tech	null
01/07/2021	KZ	969990	Medhanit	Awate	Home Office	Kenya	Nairobi	Site	OFF	ST	10001228	Diploma	Graphic Design Diploma	14400	8	null	null
01/07/2021	CT	420645	Awet	Filmon	Consumer	Kenya	Nairobi	Site	OFF	EN	10001539	Courses	Graphic Design	1750	1	null	null
01/07/2021	MU	727961	Youssef	Assaf	Corporate	Pakistan	Lahore	Site	OFF	AR	10004010	Courses	Executive Assistant Diploma	107973	27	Happy Bear Investment	null
01/07/2021	PI	429987	'Aliyy	Safar	Home Office	Pakistan	Lahore	Site	YTN	UR	91525666	Diploma	IT Support Diploma	44000	20	null	null
01/07/2021	QO	265374	Osman	Nuguse	Home Office	Kenya	Nairobi	Site	FUR	FU	10002597	Courses	CompTIA	13777	23	null	null
01/07/2021	DU	293527	Nu'man	Bazzi	Consumer	Pakistan	Lahore	Site	DPO	NF	13868243	Courses	Graphic Design	1750	1	null	null
01/07/2021	UR	619904	Latif	Touma	Home Office	Pakistan	Lahore	Site	OFF	AR	10002956	Courses	Graphic Design	33250	19	null	null
01/07/2021	AQ	600863	Abdul-Rashid	Nazari	Home Office	Pakistan	Lahore	Site	OFF	ST	10003306	Courses	Graphic Design	19250	11	null	null
01/07/2021	JH	73983	Mays	Sarraf	Consumer	Pakistan	Lahore	Site	WQU	WC	17292755	Courses	Graphic Design	1750	1	null	null
01/07/2021	JH	739365	Faith	Adams	Home Office	United Kingdom	Warrington	Site	TEC	AC	10003911	Diploma	IT Support Diploma	24200	11	null	null
01/07/2021	DL	879761	Bayhas	Arian	Corporate	Pakistan	Lahore	Site	OFF	PA	10004609	Award	Microsoft Office Award	7500	5	Complete Tech	null
01/07/2021	ZF	846243	Semhar	Yohannes	Corporate	Kenya	Nairobi	Site	TEC	AC	10002402	Diploma	HR Diploma	4800	3	Realty Zone	null
01/08/2020	TP	543223	Selamawit	Ermias	Corporate	Kenya	Nairobi	Site	TEC	PH	10002310	Diploma	Microsoft Office Diploma	2500	1	Dubrow's Cafeteria	null
01/08/2020	MH	348068	Mhret	Asfaha	Home Office	Kenya	Nairobi	Site	OFF	EN	10001099	Courses	Graphic Design	42000	24	null	null
01/08/2020	TC	706772	Natsnet	Teodros	Corporate	Kenya	Nairobi	Site	OFF	BI	10003291	Award	Microsoft Office Award	21000	14	Pak and Save	null
01/08/2020	ZB	847024	Afya	Mikhail	Home Office	Pakistan	Lahore	Site	FUR	FU	10000820	Courses	Social Media	11200	28	null	null
01/08/2020	MX	981196	Qutb	Seif	Home Office	Pakistan	Lahore	Site	OFF	BI	10003650	Award	HR Award	8994	6	null	null
01/08/2020	CI	158616	Adham	Shamon	Consumer	Pakistan	Lahore	Site	FUR	FU	10001602	Courses	Microsoft Access	250	1	null	null
01/08/2020	LO	440298	Mu'izz	Bazzi	Home Office	Pakistan	Lahore	Site	TEC	PH	10001557	Diploma	Freelancer Diploma	40000	16	null	null
01/08/2020	FY	466045	'Umar	Najjar	Consumer	Pakistan	Lahore	Site	ICK	XP	29303758	Courses	Graphic Design	1750	1	null	null
01/08/2020	DF	202250	Jabirah	Kalb	Corporate	Pakistan	Lahore	Site	OFF	AR	10000246	Award	Microsoft Office Award	7500	5	Sears Homelife	null
01/08/2020	IK	442286	Anbar	Assaf	Corporate	Pakistan	Lahore	Site	OFF	AR	10000475	Award	Microsoft Office Award	42000	28	Total Serve	null
01/08/2020	VV	22288	Ishfaq	Harb	Home Office	Pakistan	Lahore	Site	OFF	AR	10003156	Courses	Graphic Design	3500	2	null	null
01/08/2020	PF	925957	Habte	Tesfalem	Home Office	Kenya	Nairobi	Site	OFF	AP	10002734	Courses	Graphic Design	17500	10	null	null
01/08/2020	KL	41719	Kaseem	Antoun	Corporate	Pakistan	Lahore	Site	DYL	PJ	85761347	Courses	ECDL	15625	25	Checker Auto Parts	null
01/08/2020	LS	811506	Tewelde	Michael	Home Office	Kenya	Nairobi	Site	OFF	EN	10001335	Courses	Executive Assistant Diploma	7998	2	null	null
01/08/2020	YP	74256	Abdul	Bata	Home Office	Pakistan	Lahore	Site	FUR	CH	10003312	Courses	Medical Terminology	2700	6	null	null
01/08/2020	VB	628157	Ramlah	Wasem	Corporate	Pakistan	Lahore	Site	ECF	FT	22397134	Courses	ECDL	6250	10	Naturohair	null
01/08/2020	CC	216784	Michael	Swift	Corporate	United Kingdom	Liverpool	Hub	OFF	EN	10002500	Courses	Graphic Design	10500	6	Penn Fruit	null
01/08/2020	WB	365407	Jadwa	Shammas	Corporate	Pakistan	Lahore	Site	OFF	AR	10001725	Award	Microsoft Office Award	15000	10	Consumers Food and Drug	null
01/08/2020	BQ	555570	Maddison	Cooke	Consumer	United Kingdom	Liverpool	Hub	OFF	AP	10001005	Diploma	Social Media Diploma	1899.99	1	null	null
01/08/2020	LR	14222	'Awad	Shamoon	Corporate	Pakistan	Lahore	Site	OFF	PA	10002870	Award	Social Media Award	20400	17	Suadela Investment	null
01/08/2021	QO	46321	Sultanah	Hajjar	Consumer	Pakistan	Lahore	Site	JBB	PA	49234385	Courses	Graphic Design	1750	1	null	null
01/08/2021	KU	242202	Robert	Welch	Home Office	United Kingdom	Warrington	Site	IGV	SP	50510881	Award	HR Award	5996	4	null	null
01/08/2021	IY	276476	Ameer	Hanania	Home Office	Pakistan	Lahore	Site	GTT	KK	67799851	Diploma	MOS Diploma	57971	29	null	null
01/08/2021	HG	89161	Dhakiy	Kattan	Home Office	Pakistan	Lahore	Site	DRM	ML	12640838	Courses	ECDL	8750	14	null	null
01/08/2021	LV	592922	Maysa'	Antar	Home Office	Pakistan	Lahore	Site	OFF	BI	10004593	Courses	Graphic Design	31500	18	null	null
01/08/2021	LE	371375	Aimee	Sheppard	Consumer	United Kingdom	Liverpool	Hub	XVH	TO	86067096	Diploma	Executive PA Diploma	4500	1	null	null
01/08/2021	QQ	860694	Hisham	Morcos	Consumer	Pakistan	Lahore	Site	TEC	AC	10000171	Diploma	Graphic Design Diploma	1800	1	null	null
01/08/2021	WR	735576	Hassan	Moghadam	Consumer	Pakistan	Lahore	Site	DOH	BG	11988520	Award	HR Award	1499	1	null	null
01/08/2021	VJ	64935	Mada	Halabi	Home Office	Pakistan	Lahore	Site	VCW	TB	92407641	Courses	ECDL	9375	15	null	null
01/08/2021	NZ	606403	Bashshar	Gerges	Home Office	Pakistan	Lahore	Site	FUR	CH	10003833	Courses	Python	9100	26	null	null
01/08/2021	LY	600183	Sabr	Maalouf	Consumer	Pakistan	Lahore	Site	OFF	BI	10001153	Award	IT Support Award	1250	1	null	null
01/08/2021	JA	443609	Nimr	Deeb	Corporate	Pakistan	Lahore	Site	ACD	VM	76315367	Courses	Graphic Design	5250	3	Baltimore Markets	null
01/08/2021	SI	997673	Robert	Lloyd	Corporate	United Kingdom	Warrington	Site	OFF	AP	10003971	Award	Microsoft Office Award	31500	21	Body Toning	null
01/08/2021	GL	928278	'Adnan	Shadid	Corporate	Pakistan	Lahore	Site	AQW	AI	85224559	Courses	Graphic Design	21000	12	Jackpot Consultant	null
01/08/2021	TP	163344	Juwayriyah	Bazzi	Home Office	Pakistan	Lahore	Site	OFF	ST	10004963	Diploma	Microsoft Office Diploma	27500	11	null	null
01/08/2021	ZX	407769	Zula	Idris	Corporate	Kenya	Nairobi	Site	OFF	FA	10001883	Courses	Graphic Design	38500	22	Lawnscape Garden Maintenance	null
01/09/2020	LX	787408	Bradley	Cunningham	Consumer	United Kingdom	Warrington	Site	OFF	PA	10002245	Award	Social Media Award	1200	1	null	null
01/09/2020	MR	848127	Basma	Shamon	Consumer	Pakistan	Lahore	Site	OFF	AR	10003045	Award	Social Media Award	1200	1	null	null
01/09/2020	QM	953322	Alhusain	Awad	Home Office	Pakistan	Lahore	Site	OFF	LA	10002475	Award	Microsoft Office Award	45000	30	null	null
01/09/2020	MO	864920	Nasir	Qureshi	Corporate	Pakistan	Lahore	Site	MCT	SM	2044210	Award	HR Award	19487	13	Modern Architecture Design	null
01/09/2020	FX	185332	Fre-weini	Tekle	Corporate	Kenya	Nairobi	Site	PWI	IY	27400079	Courses	Graphic Design	12250	7	Herman's World of Sporting Goods	null
01/09/2020	WM	767633	Bisrat	Efrem	Consumer	Kenya	Nairobi	Site	OFF	AP	10002082	Courses	Graphic Design	1750	1	null	null
01/09/2020	OK	710483	Karimah	Gaber	Consumer	Pakistan	Lahore	Site	HKS	YV	467493	Diploma	Executive PA Diploma	4500	1	null	null
01/09/2020	WI	841399	Akram	Zogby	Home Office	Pakistan	Lahore	Site	ZGA	IU	94957475	Courses	Graphic Design	38500	22	null	null
01/09/2020	PG	208376	Danait	Mewael	Corporate	Kenya	Nairobi	Site	OFF	LA	10003766	Courses	Graphic Design	1750	1	O.K. Fairbanks	null
01/09/2020	VX	164911	Malik	Srour	Corporate	Pakistan	Lahore	Site	OFF	PA	10002751	Award	Microsoft Office Award	4500	3	Titania	null
01/09/2020	WD	621371	Safaa	Botros	Home Office	Pakistan	Lahore	Site	OFF	AR	10004582	Courses	Graphic Design	31500	18	null	null
01/09/2020	BW	915326	Faith	Storey	Home Office	United Kingdom	Warrington	Site	FUR	FU	10004748	Courses	Social Media	2400	6	null	null
01/09/2020	HY	431651	Nathan	Perkins	Corporate	United Kingdom	Liverpool	Hub	TEC	PH	10003012	Diploma	Graphic Design Diploma	45000	25	Service Merchandise	null
01/09/2021	SC	912532	Petros	Tewolde	Consumer	Kenya	Nairobi	Site	TEC	PH	10000455	Diploma	Graphic Design Diploma	1800	1	null	null
01/09/2021	LD	921795	Fareeha	Assaf	Corporate	Pakistan	Lahore	Site	TEC	AC	10002842	Diploma	Microsoft Office Diploma	62500	25	Galyan's	null
01/09/2021	QW	172196	Bayan	Masih	Consumer	Pakistan	Lahore	Site	OFF	BI	10001890	Award	Social Media Award	1200	1	null	null
01/09/2021	LD	793633	Aliyyah	Atiyeh	Consumer	Pakistan	Lahore	Site	TEC	PH	10002885	Diploma	HR Diploma	1600	1	null	null
01/09/2021	OQ	453207	'Udayl	Sayegh	Corporate	Kuwait	Kuwait City	Site	OFF	SU	10002189	Award	HR Award	35976	24	Galaxy Man	null
01/09/2021	GD	547510	Mason	May	Corporate	United Kingdom	Warrington	Site	RYR	CS	40419237	Courses	Graphic Design	31500	18	Sav-A-Center	null
01/09/2021	WI	366486	Farhan	Attia	Corporate	Pakistan	Lahore	Site	OFF	BI	10002393	Award	Microsoft Office Award	9000	6	Kragen Auto Parts	null
01/09/2021	FB	762585	Sabeeh	Asfour	Consumer	Pakistan	Lahore	Site	OFF	BI	10003984	Award	Microsoft Office Award	1500	1	null	null
01/09/2021	RL	409410	Husniyah	Sarraf	Home Office	Pakistan	Lahore	Site	FUR	FU	10000965	Courses	Microsoft Access	4750	19	null	null
01/09/2021	PG	455140	Ru'a	Sabbag	Consumer	Pakistan	Lahore	Site	OFF	PA	10000520	Award	Social Media Award	1200	1	null	null
01/09/2021	WT	971162	Aaron	Sheppard	Consumer	United Kingdom	Warrington	Site	OFF	PA	10002377	Award	Social Media Award	1200	1	null	null
01/09/2021	OJ	617410	Hagos	Welde	Home Office	Kenya	Nairobi	Site	OFF	AP	10002651	Award	Microsoft Office Award	43500	29	null	null
01/09/2021	ZM	127522	Fanan	Touma	Consumer	Pakistan	Lahore	Site	OFF	AP	10000576	Courses	Graphic Design	1750	1	null	null
01/10/2020	AE	849241	Sahib	Srour	Consumer	Pakistan	Lahore	Site	OFF	AR	10002375	Diploma	Social Media Diploma	1899.99	1	null	null
01/10/2020	FR	701510	Senay	Ermias	Corporate	Kenya	Nairobi	Site	JYD	KL	39862622	Courses	Graphic Design	26250	15	H.C. Bohack	null
01/10/2020	SK	543888	Al	Tayyib Tannous	Consumer	Pakistan	Lahore	Site	HHJ	LV	57589885	Courses	ECDL	625	1	null	null
01/10/2020	SF	424540	Abeba	Brhane	Home Office	Kenya	Nairobi	Site	OFF	BI	10004140	Diploma	Graphic Design Diploma	28800	16	null	null
01/10/2020	AV	600764	Fahd	Maloof	Home Office	Pakistan	Lahore	Site	OFF	PA	10003363	Award	Social Media Award	34800	29	null	null
01/10/2020	UD	748504	Nahla	Bitar	Corporate	Pakistan	Lahore	Site	WHV	LB	18620639	Courses	Graphic Design	38500	22	Buckeye Furniture	null
01/10/2020	PX	321458	Balqis	Asfour	Consumer	Pakistan	Lahore	Site	OFF	BI	10004364	Award	Microsoft Office Award	1500	1	null	null
01/10/2020	RZ	210125	Haile	Haylom	Home Office	Kenya	Nairobi	Site	LRP	VL	28866805	Diploma	Graphic Design Diploma	18000	10	null	null
01/10/2020	UF	704389	Peter	Bevan	Corporate	United Kingdom	Warrington	Site	FUR	FU	10003347	Courses	ECDL	12500	20	Century House	null
01/10/2020	YG	30241	Rahiq	Ganim	Corporate	Pakistan	Lahore	Site	KZJ	MH	63479643	Courses	Graphic Design	10500	6	Rainbow Records	null
01/10/2020	BA	434887	Atiya	Khoury	Corporate	Pakistan	Lahore	Site	OFF	PA	10004101	Award	Microsoft Office Award	13500	9	HouseWorks!	null
01/10/2020	UI	428752	Nasser	Almasi	Consumer	Pakistan	Lahore	Site	OFF	AR	10001615	Award	Social Media Award	1200	1	null	null
01/10/2020	EQ	803939	Isam	Samaha	Home Office	Pakistan	Lahore	Site	TEC	MA	10004002	Diploma	Social Media Diploma	49399.74	26	null	null
01/10/2020	OG	761375	Aminah	Guirguis	Corporate	Pakistan	Lahore	Site	OFF	SU	10003567	Diploma	HR Diploma	36800	23	Trak Auto	null
01/10/2020	ET	784217	Nahid	Saliba	Consumer	Pakistan	Lahore	Site	AHW	BU	40290067	Courses	ECDL	625	1	null	null
01/10/2020	GK	881945	Abrha	Aman	Corporate	Kenya	Nairobi	Site	OFF	FA	10004838	Courses	Graphic Design	38500	22	Lazysize	null
01/10/2020	OW	933223	Zaafirah	Assaf	Consumer	Pakistan	Lahore	Site	MBB	JU	67551934	Courses	Graphic Design	1750	1	null	null
01/10/2020	UD	119848	Nawfal	Botros	Consumer	Pakistan	Lahore	Site	OFF	BI	10000778	Award	HR Award	1499	1	null	null
01/10/2020	HO	478310	Helen	Filmon	Corporate	Kenya	Nairobi	Site	FUR	CH	10004997	Courses	Medical Terminology	1800	4	H. J. Wilson & Company	null
01/10/2020	UY	110071	Zakiyah	Koury	Corporate	Pakistan	Lahore	Site	OFF	AR	10001547	Award	Microsoft Office Award	31500	21	Monk House Sales	null
01/10/2020	QU	598695	Amina	Aman	Consumer	Kenya	Nairobi	Site	OFF	BI	10004995	Award	IT Support Award	1250	1	null	null
01/10/2021	XZ	929286	'Ubaidah	Awad	Home Office	Pakistan	Lahore	Site	VXT	MC	32636382	Courses	Graphic Design	45500	26	null	null
01/10/2021	AV	822968	Hatim	Sabbag	Consumer	Pakistan	Lahore	Site	OFF	BI	10002309	Diploma	Social Media Diploma	1899.99	1	null	null
01/10/2021	MX	186470	Finley	Manning	Corporate	United Kingdom	Warrington	Site	OFF	BI	10003981	Courses	Graphic Design	19250	11	Virgin Megastores	null
01/10/2021	VO	73902	Yerusalem	Habte	Consumer	Kenya	Nairobi	Site	FUR	BO	10003272	Courses	Microsoft Powerpoint	299	1	null	null
01/10/2021	WB	546488	Baraka	Samaha	Home Office	Pakistan	Lahore	Site	OFF	ST	10000918	Diploma	Graphic Design Diploma	5400	3	null	null
01/10/2021	UY	981220	Tewelde	Tesfalem	Corporate	Kenya	Nairobi	Site	OFF	PA	10003363	Award	Microsoft Office Award	40500	27	Omni Superstore	null
01/10/2021	QX	878827	Rayhan	Khouri	Corporate	Pakistan	Lahore	Site	AHT	HH	91955628	Courses	CompTIA	13178	22	Hugh M. Woods	null
01/10/2021	CN	904403	Athil	Isa	Home Office	Pakistan	Lahore	Site	TEC	AC	10002217	Diploma	Graphic Design Diploma	18000	10	null	null
01/10/2021	RE	757916	Mahbubah	Naifeh	Home Office	Pakistan	Lahore	Site	TEC	AC	10003063	Diploma	Graphic Design Diploma	28800	16	null	null
01/10/2021	BY	270239	Jawdah	Asfour	Home Office	Pakistan	Lahore	Site	OFF	ST	10000615	Award	Microsoft Office Award	22500	15	null	null
01/10/2021	XG	950272	Mudar	Essa	Home Office	Pakistan	Lahore	Site	OFF	LA	10001158	Courses	Graphic Design	1750	1	null	null
01/10/2021	RY	189816	Faruq	Baz	Home Office	Kuwait	Kuwait City	Site	OFF	FA	10003495	Courses	Graphic Design	31500	18	null	null
01/11/2020	GF	111787	Rezene	Petros	Consumer	Kenya	Nairobi	Site	FUR	CH	10000847	Courses	Python	350	1	null	null
01/11/2020	WF	965611	Masrur	Ghannam	Home Office	Pakistan	Lahore	Site	TEC	PH	10004345	Diploma	Executive PA Diploma	81000	18	null	null
01/11/2020	YZ	623370	Khayri	Said	Home Office	Kuwait	Kuwait City	Site	OFF	AR	10003856	Diploma	Social Media Diploma	15199.92	8	null	null
01/11/2020	EV	40117	Qaraja	Maalouf	Consumer	Pakistan	Lahore	Site	WZZ	NB	23520409	Courses	ECDL	625	1	null	null
01/11/2020	FC	45900	Abdul-Mujib	Atiyeh	Home Office	Kuwait	Kuwait City	Site	OFF	BI	10003305	Award	Social Media Award	32400	27	null	null
01/11/2020	GG	182157	Neftalem	Simon	Consumer	Kenya	Nairobi	Site	FUR	BO	10001337	Courses	Social Media	400	1	null	null
01/11/2020	DC	464310	Abdul-Wali	Bitar	Consumer	Pakistan	Lahore	Site	FUR	BO	10003433	Courses	Social Media	400	1	null	null
01/11/2020	SK	816551	Rosie	Brown	Home Office	United Kingdom	Warrington	Site	FUR	FU	10003832	Courses	Python	9800	28	null	null
01/11/2020	XB	246119	George	Abbott	Home Office	United Kingdom	Liverpool	Hub	FUR	CH	10002017	Courses	Python	5250	15	null	null
01/11/2020	WN	143268	Sa'ib	Maalouf	Consumer	Pakistan	Lahore	Site	QFK	PG	2270480	Diploma	Graphic Design Diploma	1800	1	null	null
01/11/2020	QW	837110	Madeleine	Mann	Corporate	United Kingdom	Liverpool	Hub	FUR	BO	10004695	Courses	Medical Terminology	5400	12	Erlebacher's	null
01/11/2020	LV	196209	Siraj	al Din Shadid	Consumer	Pakistan	Lahore	Site	TEC	PH	10002033	Diploma	MOS Diploma	1999	1	null	null
01/11/2020	GU	91294	Sebastian	Tyler	Consumer	United Kingdom	Liverpool	Hub	OFF	AR	10000914	Diploma	Graphic Design Diploma	1800	1	null	null
01/11/2020	AT	934564	Ellie	Moore	Corporate	United Kingdom	Warrington	Site	TEC	AC	10004595	Diploma	HR Diploma	43200	27	Waccamaw's Homeplace	null
